age,education,education-num,marital-status,occupation,relationship,race,sex
34,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female
28,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male
41,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
28,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male
46,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
28,Some-college,10,Married-civ-spouse,?,Wife,White,Female
32,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
41,Some-college,10,Divorced,Other-service,Not-in-family,Black,Female
24,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female
33,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female
46,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male
31,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
35,12th,8,Divorced,Craft-repair,Not-in-family,White,Male
52,1st-4th,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
30,11th,7,Never-married,Other-service,Own-child,White,Female
34,11th,7,Separated,Machine-op-inspct,Not-in-family,Black,Male
34,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female
20,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
17,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male
32,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female
29,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male
33,10th,6,Never-married,Craft-repair,Unmarried,White,Female
25,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
36,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male
23,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male
63,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
47,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
80,HS-grad,9,Widowed,?,Not-in-family,White,Male
17,11th,7,Never-married,?,Own-child,White,Male
40,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female
30,Assoc-acdm,12,Married-civ-spouse,Other-service,Wife,White,Female
27,Some-college,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male
33,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
34,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Male
34,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Female
23,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male
42,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female
29,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male
45,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female
24,HS-grad,9,Never-married,Armed-Forces,Own-child,White,Male
44,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male
27,9th,5,Never-married,Craft-repair,Other-relative,White,Male
20,Some-college,10,Never-married,Sales,Not-in-family,White,Male
44,HS-grad,9,Widowed,Exec-managerial,Unmarried,Black,Female
51,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male
20,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
17,11th,7,Never-married,?,Own-child,White,Female
19,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female
45,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
60,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
42,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,Black,Male
44,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female
40,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male
30,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female
38,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male
23,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
32,Some-college,10,Married-civ-spouse,?,Husband,White,Male
44,Assoc-acdm,12,Never-married,Farming-fishing,Own-child,White,Male
54,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male
32,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
50,1st-4th,2,Married-spouse-absent,Craft-repair,Unmarried,White,Male
24,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female
37,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female
52,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Male
38,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male
49,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
30,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female
60,Some-college,10,Never-married,Prof-specialty,Unmarried,White,Male
22,Some-college,10,Never-married,?,Own-child,White,Male
35,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male
30,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male
67,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Female
46,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Female
17,9th,5,Never-married,Other-service,Not-in-family,White,Male
22,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male
27,10th,6,Never-married,Other-service,Not-in-family,White,Male
23,HS-grad,9,Never-married,Other-service,Unmarried,White,Female
33,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male
43,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
28,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male
41,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,White,Female
52,12th,8,Never-married,?,Other-relative,Black,Male
25,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,Black,Female
63,1st-4th,2,Married-civ-spouse,?,Husband,White,Male
59,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
45,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female
38,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
40,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female
46,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male
35,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female
34,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female
33,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male
41,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female
20,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male
23,5th-6th,3,Never-married,Other-service,Own-child,White,Male
26,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female
72,HS-grad,9,Married-civ-spouse,?,Husband,White,Male
23,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male
62,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male
52,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male
58,Some-college,10,Divorced,Other-service,Unmarried,White,Female
25,Bachelors,13,Never-married,Sales,Not-in-family,White,Female
24,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male
19,Some-college,10,Never-married,Protective-serv,Own-child,White,Male
43,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
47,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female
39,HS-grad,9,Divorced,Other-service,Unmarried,White,Female
49,Assoc-voc,11,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male
53,5th-6th,3,Widowed,?,Unmarried,Black,Female
32,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male
34,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male
28,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male
57,Assoc-voc,11,Widowed,?,Unmarried,White,Female
25,Some-college,10,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female
20,Some-college,10,Never-married,?,Own-child,White,Male
21,Some-college,10,Never-married,?,Unmarried,White,Female
34,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
38,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
50,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
24,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Black,Male
37,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male
44,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male
28,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female
42,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
74,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female
38,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
44,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male
44,11th,7,Divorced,Machine-op-inspct,Unmarried,Other,Female
26,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male
36,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male
41,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female
67,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
39,12th,8,Married-civ-spouse,Tech-support,Husband,White,Male
57,1st-4th,2,Widowed,Priv-house-serv,Not-in-family,Black,Female
29,Assoc-voc,11,Separated,Craft-repair,Not-in-family,White,Male
31,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Female
34,HS-grad,9,Never-married,?,Unmarried,Black,Female
44,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male
29,Doctorate,16,Never-married,Prof-specialty,Own-child,White,Male
30,Some-college,10,Never-married,Handlers-cleaners,Unmarried,White,Female
27,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male
27,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
32,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female
58,10th,6,Married-civ-spouse,Other-service,Wife,White,Female
35,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male
21,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male
28,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male
46,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male
36,HS-grad,9,Separated,Other-service,Unmarried,White,Female
72,11th,7,Widowed,Adm-clerical,Unmarried,White,Female
35,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female
33,Assoc-voc,11,Divorced,Craft-repair,Unmarried,Black,Female
69,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Female
35,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
31,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female
34,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female
30,11th,7,Married-civ-spouse,Other-service,Husband,White,Male
28,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male
54,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
47,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male
24,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female
52,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
20,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male
43,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male
45,7th-8th,4,Separated,Other-service,Unmarried,White,Female
29,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male
47,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male
24,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male
51,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male
17,11th,7,Never-married,Sales,Own-child,White,Male
37,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male
27,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female
29,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Male
18,12th,8,Never-married,?,Own-child,White,Male
36,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female
58,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female
26,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
65,Some-college,10,Married-civ-spouse,?,Husband,White,Male
57,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
59,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
27,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
31,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male
21,Some-college,10,Never-married,Sales,Own-child,White,Female
29,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male
18,11th,7,Never-married,Other-service,Own-child,White,Male
52,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male
57,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male
42,HS-grad,9,Married-civ-spouse,?,Husband,White,Male
55,HS-grad,9,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female
60,7th-8th,4,Never-married,Transport-moving,Not-in-family,White,Male
31,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male
23,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female
27,HS-grad,9,Never-married,Sales,Own-child,White,Male
23,Some-college,10,Never-married,?,Unmarried,Amer-Indian-Eskimo,Female
42,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
25,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male
49,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female
32,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male
19,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male
60,7th-8th,4,Divorced,Other-service,Not-in-family,White,Female
42,9th,5,Married-civ-spouse,Other-service,Husband,White,Male
35,Assoc-acdm,12,Never-married,Farming-fishing,Not-in-family,White,Male
48,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female
51,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male
29,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male
36,HS-grad,9,Separated,Exec-managerial,Not-in-family,Black,Male
17,10th,6,Never-married,Other-service,Own-child,White,Female
52,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female
24,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male
24,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male
26,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male
27,Bachelors,13,Never-married,Other-service,Own-child,White,Female
39,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male
30,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male
50,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male
52,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
46,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male
23,Bachelors,13,Never-married,Sales,Own-child,White,Female
45,11th,7,Widowed,Other-service,Not-in-family,Black,Female
65,9th,5,Widowed,Priv-house-serv,Unmarried,Black,Female
29,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male
47,9th,5,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male
30,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,Male
34,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
38,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
33,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male
49,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male
47,Some-college,10,Never-married,Other-service,Unmarried,Black,Female
49,10th,6,Separated,Other-service,Unmarried,Black,Female
43,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
30,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female
58,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
19,HS-grad,9,Never-married,Other-service,Own-child,White,Female
21,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male
33,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
47,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male
52,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male
26,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male
60,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
21,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male
36,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male
31,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male
50,Doctorate,16,Separated,Prof-specialty,Not-in-family,White,Male
31,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female
71,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
58,HS-grad,9,Married-civ-spouse,?,Husband,White,Male
30,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male
20,Some-college,10,Never-married,Other-service,Own-child,White,Male
24,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Male
35,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male
38,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Female
27,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female
29,Some-college,10,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female
70,9th,5,Widowed,?,Unmarried,White,Female
34,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
44,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male
43,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male
44,12th,8,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male
35,Masters,14,Never-married,Sales,Not-in-family,White,Male
27,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male
43,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male
20,Some-college,10,Never-married,Sales,Not-in-family,White,Female
42,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female
27,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male
42,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male
20,11th,7,Married-spouse-absent,?,Own-child,Asian-Pac-Islander,Female
24,9th,5,Never-married,Machine-op-inspct,Not-in-family,White,Male
48,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male
17,11th,7,Never-married,?,Own-child,White,Female
17,11th,7,Never-married,Farming-fishing,Own-child,White,Male
33,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male
50,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male
22,HS-grad,9,Never-married,Sales,Own-child,White,Female
17,12th,8,Never-married,Other-service,Own-child,White,Male
32,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male
31,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male
58,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Male
29,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male
37,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male
34,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male
